Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
1 CANBERRA,"2,320,000","2,260.44","1,026",Dec-25,CANBERRA DRIVE,Resale,Strata,210,"11,048",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THE CANOPY,"1,580,000","1,291.68","1,223",Dec-25,YISHUN AVENUE 11,Resale,Strata,120,"13,167",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
BELYSA,"1,600,000","1,054.87","1,517",Dec-25,PASIR RIS DRIVE 1,Resale,Strata,98,"16,327",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,16 to 20
WOODSVALE,"1,105,000","1,227.1",901,Dec-25,WOODLANDS DRIVE 72,Resale,Strata,114,"9,693",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
THE TOPIARY,"2,030,000","1,291.68","1,572",Dec-25,FERNVALE LANE,Resale,Strata,120,"16,917",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
OTTO PLACE,"1,598,000",871.88,"1,833",Dec-25,PLANTATION CLOSE,New Sale,Strata,81,"19,728",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,708,000",958,"1,783",Dec-25,PLANTATION CLOSE,New Sale,Strata,89,"19,191",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
BLOSSOM RESIDENCES,"1,255,000",968.76,"1,295",Dec-25,SEGAR ROAD,Resale,Strata,90,"13,944",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
THE VISIONAIRE,"1,528,888","1,108.69","1,379",Dec-25,CANBERRA DRIVE,Resale,Strata,103,"14,844",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
OTTO PLACE,"1,692,000",904.18,"1,871",Dec-25,PLANTATION CLOSE,New Sale,Strata,84,"20,143",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
THE VALES,"1,750,000","1,033.34","1,694",Dec-25,ANCHORVALE CRESCENT,Resale,Strata,96,"18,229",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,800,000","1,237.86","1,454",Dec-25,TAMPINES CENTRAL 7,Resale,Strata,115,"15,652",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"1,608,000",914.94,"1,757",Dec-25,YIO CHU KANG ROAD,Resale,Strata,85,"18,918",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
OTTO PLACE,"2,252,000","1,194.8","1,885",Dec-25,PLANTATION CLOSE,New Sale,Strata,111,"20,288",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,486,000",871.88,"1,704",Dec-25,PLANTATION CLOSE,New Sale,Strata,81,"18,346",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,580,000",958,"1,649",Dec-25,ANCHORVALE LANE,Resale,Strata,89,"17,753",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
WANDERVALE,"1,660,000","1,087.16","1,527",Dec-25,CHOA CHU KANG AVENUE 3,Resale,Strata,101,"16,436",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,405,000","1,097.93","1,280",Dec-25,WOODLANDS AVENUE 6,Resale,Strata,102,"13,775",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
THE CRITERION,"1,630,000","1,173.28","1,389",Dec-25,YISHUN STREET 51,Resale,Strata,109,"14,954",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"2,000,000","1,130.22","1,770",Dec-25,TAMPINES CENTRAL 7,Resale,Strata,105,"19,048",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,630,000",958,"1,701",Dec-25,ANCHORVALE LANE,Resale,Strata,89,"18,315",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
PARC LIFE,"1,450,000","1,001.05","1,448",Dec-25,SEMBAWANG CRESCENT,Resale,Strata,93,"15,591",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
OTTO PLACE,"1,802,000","1,011.82","1,781",Dec-25,PLANTATION CLOSE,New Sale,Strata,94,"19,170",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,759,000",958,"1,836",Dec-25,PLANTATION CLOSE,New Sale,Strata,89,"19,764",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"2,078,000","1,194.8","1,739",Dec-25,PLANTATION CLOSE,New Sale,Strata,111,"18,721",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
ECOPOLITAN,"1,500,000","1,097.93","1,366",Dec-25,PUNGGOL WALK,Resale,Strata,102,"14,706",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
ECOPOLITAN,"1,720,000","1,140.98","1,507",Dec-25,PUNGGOL WALK,Resale,Strata,106,"16,226",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
WATERBAY,"1,658,000","1,140.98","1,453",Dec-25,EDGEFIELD PLAINS,Resale,Strata,106,"15,642",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
BELLEWATERS,"1,700,000","1,065.64","1,595",Dec-25,ANCHORVALE CRESCENT,Resale,Strata,99,"17,172",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
BISHAN LOFT,"2,425,500","1,377.79","1,760",Dec-25,BISHAN STREET 11,Resale,Strata,128,"18,949",-,Executive Condominium,1,99 yrs lease commencing from 2000,20,Rest of Central Region,21 to 25
TREASURE CREST,"1,668,000","1,076.4","1,550",Dec-25,ANCHORVALE CRESCENT,Resale,Strata,100,"16,680",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
SOL ACRES,"1,930,000","1,227.1","1,573",Dec-25,CHOA CHU KANG GROVE,Resale,Strata,114,"16,930",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
OTTO PLACE,"1,571,000",904.18,"1,737",Dec-25,PLANTATION CLOSE,New Sale,Strata,84,"18,702",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,824,000",947.23,"1,926",Dec-25,PLANTATION CLOSE,New Sale,Strata,88,"20,727",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,648,000",904.18,"1,823",Dec-25,PLANTATION CLOSE,New Sale,Strata,84,"19,619",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
HUNDRED PALMS RESIDENCES,"1,860,000",958,"1,942",Dec-25,YIO CHU KANG ROAD,Resale,Strata,89,"20,899",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
OTTO PLACE,"1,738,000",958,"1,814",Dec-25,PLANTATION CLOSE,New Sale,Strata,89,"19,528",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
BELLEWATERS,"1,800,000","1,162.51","1,548",Dec-25,ANCHORVALE CRESCENT,Resale,Strata,108,"16,667",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
OTTO PLACE,"1,493,000",871.88,"1,712",Dec-25,PLANTATION CLOSE,New Sale,Strata,81,"18,432",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
NORTHOAKS,"1,165,888","1,237.86",942,Dec-25,WOODLANDS CRESCENT,Resale,Strata,115,"10,138",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
INZ RESIDENCE,"1,220,000",882.65,"1,382",Dec-25,CHOA CHU KANG AVENUE 5,Resale,Strata,82,"14,878",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
THE DEW,"1,680,000","1,431.61","1,174",Dec-25,BUKIT BATOK STREET 21,Resale,Strata,133,"12,632",-,Executive Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,420,000",904.18,"1,570",Dec-25,ANCHORVALE LANE,Resale,Strata,84,"16,905",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
OTTO PLACE,"1,772,000",947.23,"1,871",Dec-25,PLANTATION CLOSE,New Sale,Strata,88,"20,136",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,789,000",958,"1,867",Dec-25,PLANTATION CLOSE,New Sale,Strata,89,"20,101",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
NORTHWAVE,"1,360,000","1,087.16","1,251",Dec-25,WOODLANDS VIEW,Resale,Strata,101,"13,465",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
TWIN WATERFALLS,"2,238,889","1,377.79","1,625",Dec-25,PUNGGOL WALK,Resale,Strata,128,"17,491",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,580,000",958,"1,649",Dec-25,ANCHORVALE LANE,Resale,Strata,89,"17,753",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
SUMMERDALE,"1,356,888","1,399.32",970,Dec-25,BOON LAY DRIVE,Resale,Strata,130,"10,438",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
BELLEWOODS,"1,780,000","1,280.92","1,390",Dec-25,WOODLANDS AVENUE 5,Resale,Strata,119,"14,958",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,900,000","1,216.33","1,562",Dec-25,ANCHORVALE LANE,Resale,Strata,113,"16,814",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,762,888","1,108.69","1,590",Dec-25,ANCHORVALE LANE,Resale,Strata,103,"17,115",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,740,000","1,076.4","1,616",Dec-25,ANCHORVALE LANE,Resale,Strata,100,"17,400",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
NOVO PLACE,"1,612,000",947.23,"1,702",Dec-25,PLANTATION CLOSE,New Sale,Strata,88,"18,318",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
AURELLE OF TAMPINES,"1,515,000",839.59,"1,804",Dec-25,TAMPINES STREET 62,New Sale,Strata,78,"19,423",-,Executive Condominium,1,99 yrs lease commencing from 2024,18,Outside Central Region,06 to 10
ESPARINA RESIDENCES,"1,980,000","1,162.51","1,703",Dec-25,COMPASSVALE BOW,Resale,Strata,108,"18,333",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
SUMMERDALE,"1,200,000","1,194.8","1,004",Dec-25,BOON LAY DRIVE,Resale,Strata,111,"10,811",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
THE VALES,"2,280,000","1,668.42","1,367",Dec-25,ANCHORVALE CRESCENT,Resale,Strata,155,"14,710",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,790,000","1,076.4","1,663",Dec-25,ANCHORVALE LANE,Resale,Strata,100,"17,900",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
PARK GREEN,"2,255,000","1,969.81","1,145",Dec-25,RIVERVALE LINK,Resale,Strata,183,"12,322",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
NOVO PLACE,"1,373,000",871.88,"1,575",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"16,951",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,01 to 05
NOVO PLACE,"1,670,000",947.23,"1,763",Nov-25,PLANTATION CLOSE,New Sale,Strata,88,"18,977",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"1,758,888","1,001.05","1,757",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,93,"18,913",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
CITYLIFE@TAMPINES,"1,920,000","1,108.69","1,732",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,103,"18,641",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE TOPIARY,"1,680,000","1,054.87","1,593",Nov-25,FERNVALE LANE,Resale,Strata,98,"17,143",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
PARC LIFE,"1,370,000",979.52,"1,399",Nov-25,SEMBAWANG CRESCENT,Resale,Strata,91,"15,055",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
WESTWOOD RESIDENCES,"1,700,000","1,237.86","1,373",Nov-25,WESTWOOD AVENUE,Resale,Strata,115,"14,783",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,06 to 10
THE CANOPY,"1,390,000","1,194.8","1,163",Nov-25,YISHUN AVENUE 11,Resale,Strata,111,"12,523",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE TERRACE,"1,580,000","1,076.4","1,468",Nov-25,EDGEDALE PLAINS,Resale,Strata,100,"15,800",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
OTTO PLACE,"1,618,000",871.88,"1,856",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"19,975",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
WANDERVALE,"1,550,000",958,"1,618",Nov-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"17,416",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
RIVERPARC RESIDENCE,"1,588,000","1,076.4","1,475",Nov-25,PUNGGOL DRIVE,Resale,Strata,100,"15,880",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
ESPARINA RESIDENCES,"1,410,000",828.83,"1,701",Nov-25,COMPASSVALE BOW,Resale,Strata,77,"18,312",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
SOL ACRES,"1,125,888",731.95,"1,538",Nov-25,CHOA CHU KANG GROVE,Resale,Strata,68,"16,557",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
ARC AT TAMPINES,"1,310,000","1,001.05","1,309",Nov-25,TAMPINES AVENUE 8,Resale,Strata,93,"14,086",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,570,000",958,"1,639",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,640",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
OTTO PLACE,"1,647,000",904.18,"1,822",Nov-25,PLANTATION CLOSE,New Sale,Strata,84,"19,607",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
PRIVE,"1,720,000","1,097.93","1,567",Nov-25,PUNGGOL FIELD,Resale,Strata,102,"16,863",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"2,000,000","1,216.33","1,644",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,113,"17,699",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
HUNDRED PALMS RESIDENCES,"2,000,000","1,054.87","1,896",Nov-25,YIO CHU KANG ROAD,Resale,Strata,98,"20,408",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,450,000","1,097.93","1,321",Nov-25,SENGKANG EAST AVENUE,Resale,Strata,102,"14,216",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
1 CANBERRA,"2,580,000","2,368.08","1,089",Nov-25,CANBERRA DRIVE,Resale,Strata,220,"11,727",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
1 CANBERRA,"1,310,000",958,"1,367",Nov-25,CANBERRA DRIVE,Resale,Strata,89,"14,719",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
WANDERVALE,"1,548,000",958,"1,616",Nov-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"17,393",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE RIVERVALE,"1,465,000","1,302.44","1,125",Nov-25,RIVERVALE LINK,Resale,Strata,121,"12,107",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"1,790,000","1,001.05","1,788",Nov-25,COMPASSVALE BOW,Resale,Strata,93,"19,247",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,040,000",775.01,"1,342",Nov-25,YISHUN STREET 51,Resale,Strata,72,"14,444",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
1 CANBERRA,"1,251,000",958,"1,306",Nov-25,CANBERRA DRIVE,Resale,Strata,89,"14,056",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"1,775,000","1,001.05","1,773",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,93,"19,086",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
WATERWOODS,"1,633,888","1,033.34","1,581",Nov-25,PUNGGOL FIELD WALK,Resale,Strata,96,"17,020",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
OTTO PLACE,"1,611,000",871.88,"1,848",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"19,889",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,805,000","1,076.4","1,677",Nov-25,ANCHORVALE LANE,Resale,Strata,100,"18,050",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,16 to 20
EASTVALE,"1,348,000","1,291.68","1,044",Nov-25,PASIR RIS DRIVE 3,Resale,Strata,120,"11,233",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
HUNDRED PALMS RESIDENCES,"2,045,000","1,054.87","1,939",Nov-25,YIO CHU KANG ROAD,Resale,Strata,98,"20,867",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,743,880","1,076.4","1,620",Nov-25,ANCHORVALE LANE,Resale,Strata,100,"17,439",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
THE VALES,"1,220,000",753.48,"1,619",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,70,"17,429",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
LUSH ACRES,"1,667,000","1,130.22","1,475",Nov-25,FERNVALE CLOSE,Resale,Strata,105,"15,876",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,21 to 25
1 CANBERRA,"1,550,000","1,323.97","1,171",Nov-25,CANBERRA DRIVE,Resale,Strata,123,"12,602",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
THE TERRACE,"2,150,000","1,313.21","1,637",Nov-25,EDGEDALE PLAINS,Resale,Strata,122,"17,623",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE RAINFOREST,"1,680,000","1,151.75","1,459",Nov-25,CHOA CHU KANG AVENUE 3,Resale,Strata,107,"15,701",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
NORTHWAVE,"1,340,000","1,097.93","1,220",Nov-25,WOODLANDS VIEW,Resale,Strata,102,"13,137",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
ALTURA,"2,294,000","1,539.25","1,490",Nov-25,BUKIT BATOK WEST AVENUE 8,New Sale,Strata,143,"16,042",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
OTTO PLACE,"2,179,000","1,194.8","1,824",Nov-25,PLANTATION CLOSE,New Sale,Strata,111,"19,631",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,531,000",904.18,"1,693",Nov-25,PLANTATION CLOSE,New Sale,Strata,84,"18,226",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,531,000",904.18,"1,693",Nov-25,PLANTATION CLOSE,New Sale,Strata,84,"18,226",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
HERON BAY,"2,330,000","1,496.2","1,557",Nov-25,UPPER SERANGOON VIEW,Resale,Strata,139,"16,763",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
SEA HORIZON,"1,680,000","1,356.26","1,239",Nov-25,PASIR RIS RISE,Resale,Strata,126,"13,333",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,450,000",904.18,"1,604",Nov-25,ANCHORVALE LANE,Resale,Strata,84,"17,262",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
PRIVE,"1,260,000",818.06,"1,540",Nov-25,PUNGGOL FIELD,Resale,Strata,76,"16,579",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
